n_jobs	ThreadPoolExecutor	ProcessPoolExecutor
1	1.2906			1.5911
2	0.8394			0.7999
3	1.0116			1.1083
4	0.7413			0.7330
5	0.7404			0.6652
6	0.8643			0.8758
7	0.8326			0.8509
8	0.6787			0.6885
9	0.8086			0.8145
10	0.7938			0.8587
11	0.8157			0.8814
12	0.9240			0.9197
13	0.9732			0.8579
14	0.8920			0.9338
15	0.9484			0.9184
16	0.9508			0.9117
